_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
13119,EdmundsTremaine_13119,2,Tremaine,49,Edmunds,13119,0,gen_7_BMTH_N_003,255,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,250,8e8da903
13120,KeyArden_13120,2,Arden,49,Key,13120,0,gen_7_B_G_007,211,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,80,8e8da903
13121,FreemanRoyce_13121,2,Royce,27,Freeman,13121,0,gen_7_BMH_S_008,251,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,238,8e8da903
13123,SettleTim_13123,3,Tim,98,Settle Jr,13123,0,gen_6_H_N_001,191,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,313,8e8da903
13124,SmithBraden_13124,2,Braden,72,Smith,13124,0,gen_1_H_BD_02,16,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,155,8e8da903
13128,GoedertDallas_13128,0,Dallas,88,Goedert,13128,0,gen_2_B_N_006,36,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,96,8e8da903
13129,ChubbNick_13129,2,Nick,24,Chubb,13129,0,gen_7_B_G_005,210,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,227,8e8da903
13130,LeonardDarius_13130,0,Shaquille,53,Leonard,13130,0,gen_7_M_BD_02,273,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,220,8e8da903
13131,BurnettDeontay_13131,0,Deontay,16,Burnett,13131,0,gen_7_BHM_MG_001,9,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,186,8e8da903
13132,EvansRashaan_13132,2,Rashaan,32,Evans,13132,0,gen_7_M_BD_02,273,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,232,8e8da903
13133,BozemanBradley_13133,3,Bradley,75,Bozeman,13133,0,gen_1_H_B_009,14,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,317,8e8da903
13136,NnadiDerrick_13136,3,Derrick,91,Nnadi,13136,0,gen_6_H_G_012,189,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,317,8e8da903
13137,DanielsJames_13137,3,James,78,Daniels,13137,0,gen_7_H_N_01,270,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,327,8e8da903
13140,StromanGreg_13140,0,Greg,27,Stroman,13140,0,gen_7_BHM_S_010,242,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
13143,StewartMJ_13143,0,M.J.,29,Stewart Jr,13143,0,gen_6_T_MG_006,183,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,40,8e8da903
13145,NwosuUchenna_13145,2,Uchenna,10,Nwosu,13145,0,gen_6_M_N_009,197,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,251,8e8da903
13147,JeffersonMalik_13147,2,Malik,46,Jefferson,13147,0,gen_7_M_N_024,284,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,241,8e8da903
13148,HughesMike_13148,0,Mike,21,Hughes,13148,0,gen_6_B_N_01,171,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,189,8e8da903
13152,SmithTrequan_13152,0,Tre'Quan,10,Smith,13152,0,gen_7_BMH_GS_005,244,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
13154,ElliottDeshon_13154,0,DeShon,25,Elliott,13154,0,gen_7_BHM_MG_001,237,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,50,8e8da903
13156,CarterLorenzo_13156,2,Lorenzo,0,Carter,13156,0,gen_7_H_BD_03,261,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,252,8e8da903
13159,ReedDJ_13159,0,D.J.,4,Reed Jr,13159,0,gen_7_BMH_MG_001,247,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,188,8e8da903
13160,HillBJ_13160,3,B.J.,92,Hill,13160,0,gen_7_BMH_MG_001,250,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,151,8e8da903
13163,HarrisonRonnie_13163,0,Ronnie,48,Harrison Jr,13163,0,gen_7_T_G_007,287,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,214,8e8da903
13165,WilsonCedrick_13165,0,Cedrick,11,Wilson Jr,13165,0,gen_6_B_N_007,168,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,197,8e8da903
13166,WallaceLevi_13166,0,Levi,39,Wallace,13166,0,gen_7_M_N_001,281,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,19,8e8da903
13167,ReidJustin_13167,0,Justin,20,Reid,13167,0,gen_7_BTM_MB_023,219,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,207,8e8da903
13168,GreenRasheem_13168,2,Rasheem,94,Green,13168,0,gen_6_T_MG_006,202,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,279,8e8da903
13169,JacksonDonte_13169,0,Donte,26,Jackson,13169,0,gen_7_M_N_024,284,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
13171,DavisCarlton_13171,0,Carlton,23,Davis III,13171,0,gen_7_B_B_001,204,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
13172,LandryHarold_13172,2,Harold,58,Landry III,13172,0,gen_5_M_M_005,148,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,252,8e8da903
13175,SpeaksBreeland_13175,2,Breeland,66,Speaks,13175,0,gen_7_T_N_009,289,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,285,8e8da903
13177,CorbettAustin_13177,3,Austin,63,Corbett,13177,0,gen_1_H_N_015,59,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,145,8e8da903
13178,WilliamsDarious_13178,0,Darious,24,Williams,13178,0,gen_6_B_N_003,164,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,187,8e8da903
13179,WhiteheadJordan_13179,0,Jordan,3,Whitehead,13179,0,gen_7_BMH_S_008,251,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
13181,JonesJamarco_13181,3,Jamarco,73,Jones,13181,0,gen_7_H_BD_03,261,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,293,8e8da903
13182,HubbardSam_13182,2,Sam,94,Hubbard,13182,0,gen_2_B_N_0017,34,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,265,8e8da903
13184,MooreDJ_13184,0,DJ,2,Moore,13184,0,gen_5_T_G_01,153,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,210,8e8da903
13185,BrownAndrew_13185,3,Andrew,94,Brown,13185,0,gen_6_H_N_20,194,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,296,8e8da903
13186,KirkChristian_13186,0,Christian,13,Kirk,13186,0,gen_5_B_S_002,135,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,200,8e8da903
13187,ClappWill_13187,3,Will,77,Clapp,13187,0,gen_2_H_GM_004,59,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,311,8e8da903
13188,ShepherdNathan_13188,3,Nathan,93,Shepherd,13188,0,gen_7_BMH_GS_005,244,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,315,8e8da903
13189,CainDeon_13189,0,Deon,39,Cain,13189,0,gen_7_M_N_024,284,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,202,8e8da903
13190,NoteboomJoseph_13190,3,Joseph,70,Noteboom,13190,0,gen_5_B_MS_02,131,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,321,8e8da903
13191,CabindaJason_13191,2,Jason,45,Cabinda,13191,0,gen_7_B_N_0012,216,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,75,8e8da903
13192,GesickiMike_13192,0,Mike,88,Gesicki,13192,0,gen_1_B_B_005,1,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,250,8e8da903
13193,HowardTravin_13193,2,Travin,45,Howard,13193,0,gen_7_M_BD_01,272,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,219,8e8da903
13194,WhiteKyzir_13194,2,Kyzir,7,White,13194,0,gen_6_BHM_BM_004,177,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,234,8e8da903
13195,SheltonColeman_13195,3,Coleman,65,Shelton,13195,0,gen_2_H_B_004,53,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,299,8e8da903
13196,BurksOren_13196,2,Oren,42,Burks,13196,0,gen_7_BMH_MG_020,250,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,233,8e8da903
13197,AllenJosh_13197,0,Josh,17,Allen,13197,0,gen_2_M_S_011,71,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,237,8e8da903
13199,FordPoona_13199,3,Poona,95,Ford,13199,0,gen_7_M_B_01,271,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,310,8e8da903
13200,BakerJerome_13200,2,Jerome,17,Baker,13200,0,gen_7_T_G_004,286,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,65,8e8da903
13201,QuinnTrey_13201,0,Trey,19,Quinn,13201,0,gen_1_M_N_02,21,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,200,8e8da903
13202,BatesIIIJessie_13202,0,Jessie,3,Bates III,13202,0,gen_4_M_BD_02,119,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,200,8e8da903
13203,WarnerFred_13203,2,Fred,54,Warner,13203,0,gen_5_B_BD_03,128,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,70,8e8da903
13208,TellerWyatt_13208,3,Wyatt,77,Teller,13208,0,gen_2_H_GM_004,15,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,315,8e8da903
13210,JonesJustin_13210,2,Justin,93,Jones,13210,0,gen_7_H_G_004,267,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,309,8e8da903
13212,ThomasIan_13212,2,Ian,80,Thomas,13212,0,gen_7_M_N_024,284,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,260,8e8da903
13214,HaynesMarquis_13214,2,Marquis,45,Haynes Sr,13214,0,gen_7_BMH_MG_020,250,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,235,8e8da903
13216,ChristianGeron_13216,3,Geron,64,Christian Sr,13216,0,gen_7_BMH_MB_019,246,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,298,8e8da903
13217,WimsJavon_13217,0,Javon,13,Wims,13217,0,gen_7_BHM_MG_001,237,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,215,8e8da903
13218,PhillipsDarius_13218,0,Darius,25,Phillips,13218,0,gen_7_M_N_001,281,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
13222,PettisDante_13222,0,Dante,81,Pettis,13222,0,gen_4_T_N_006,123,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,195,8e8da903
13223,AllenBrian_13223,3,Brian,55,Allen,13223,0,gen_2_H_GM_004,59,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,303,8e8da903
13224,SenatDeadrin_13224,2,Deadrin,56,Senat,13224,0,gen_7_H_BMS_013,262,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,305,8e8da903
13226,KellyJohn_13225,2,John,41,Kelly Jr,13226,0,gen_7_BMH_GS_005,207,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,208,8e8da903
13227,DawsonDuke_13226,0,Duke,33,Dawson Jr,13227,0,gen_7_M_BD_01,272,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,198,8e8da903
13232,LewisTyquan_13232,2,Tyquan,94,Lewis,13232,0,gen_7_H_BD_03,261,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,117,8e8da903
13234,WoodsideLogan_13234,1,Logan,11,Woodside,13234,0,gen_1_B_S_001,11,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,201,8e8da903
13237,FumagalliTroy_13237,2,Troy,82,Fumagalli,13237,0,gen_1_B_N_01,5,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,248,8e8da903
13239,HolmesJalyn_13239,2,Jalyn,96,Holmes,13239,0,gen_7_H_G_02,268,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,283,8e8da903
13241,HandDaShawn_13241,2,Da'Shawn,90,Hand,13241,0,gen_6_T_G_005,201,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,297,8e8da903
13244,ArmstrongJrDorance_13244,2,Dorance,92,Armstrong,13244,0,gen_7_B_N_009,221,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,255,8e8da903
13245,YiadomIsaac_13245,0,Isaac,22,Yiadom,13245,0,gen_7_BMTH_N_003,255,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,28,8e8da903
13248,AverettAnthony_13248,0,Anthony,29,Averett,13248,0,gen_5_B_BD_03,128,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,184,8e8da903
13249,JewellJosey_13249,2,Josey,47,Jewell,13249,0,gen_2_B_N_006,64,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,236,8e8da903
13250,WhiteMike_13250,0,Mike,14,White,13250,0,gen_2_M_S_001,70,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,218,8e8da903
13253,QuessenberryScott_13253,3,Scott,54,Quessenberry,13253,0,gen_2_H_MB_012,60,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
13254,CallawayAntonio_13254,0,Antonio,80,Callaway,13254,0,gen_7_B_N_08,233,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
13255,CharkDJ_13255,0,D.J.,9,Chark Jr,13255,0,gen_7_BHM_MG_001,237,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,40,8e8da903
13256,HurstHayden_13256,2,Hayden,88,Hurst,13256,0,gen_1_T_S_004,450,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,245,8e8da903
13257,ONeillBrian_13257,2,Brian,75,O'Neill,13257,0,gen_2_H_N_007,62,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,310,8e8da903
13258,TurayKemoko_13258,2,Kemoko,52,Turay,13258,0,gen_7_BTM_MB_023,257,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,93,8e8da903
13259,SweatJosh_13259,2,Josh,19,Sweat,13259,0,gen_7_M_BD_02,273,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,105,8e8da903
13260,LazardAllen_13260,0,Allen,10,Lazard,13260,0,gen_5_M_N_01,151,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,227,8e8da903
13261,MooreTarvarius_13261,0,Tarvarius,30,Moore,13261,0,gen_7_BMH_GS_005,244,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
13262,WalkerTracy_13262,0,Tracy,21,Walker III,13262,0,gen_7_M_N_006,283,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
13263,AveryGenard_13263,2,Genard,92,Avery,13263,0,gen_7_BHM_S_010,242,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,250,8e8da903
13266,StBrownEquanimeous_13266,0,Equanimeous,13,St. Brown,13266,0,gen_5_BHTM_GS_001,139,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,54,8e8da903
13267,JamesRichie_13267,0,Richie,17,James,13267,0,gen_7_BHM_MG_001,245,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,185,8e8da903
13268,HinesNyheim_13268,2,Nyheim,22,Hines,13268,0,gen_6_B_N_01,171,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,196,8e8da903
13269,ReavesJeremy_13269,0,Jeremy,39,Reaves,13269,0,gen_7_B_N_009,221,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,200,8e8da903
13271,NickersonParry_13271,0,Parry,34,Nickerson,13271,0,gen_5_B_BD_03,128,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,182,8e8da903
13272,FountainDaurice_13272,0,Daurice,12,Fountain,13272,0,gen_7_BMTH_N_003,255,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
13274,CruikshankDane_13274,0,Dane,29,Cruikshank,13274,0,gen_5_B_S_002,135,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,206,8e8da903
13275,ScottBoston_13275,0,Boston,30,Scott,13275,0,gen_7_BMH_GS_005,244,66,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,203,8e8da903
13277,WilkinsJordan_13277,0,Jordan,30,Wilkins,13277,0,gen_4_BM_B_001,113,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,217,8e8da903
13278,GossettColby_13278,3,Colby,66,Gossett,13278,0,gen_1_H_BD_01,15,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,311,8e8da903
13279,IyiegbuniweJoel_13279,2,Joel,47,Iyiegbuniwe,13279,0,gen_7_BMH_GS_005,244,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,232,8e8da903
13280,AdeniyiOlasunkanmi_13280,2,Olasunkanmi,92,Adeniyi,13280,0,gen_7_BMH_GS_005,244,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,88,8e8da903
13286,DavisJalen_13286,0,Jalen,35,Davis,13286,0,gen_7_BHM_MG_001,237,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
13287,CouteeKeke_13287,0,Keke,88,Coutee,13287,0,gen_6_M_MB_011,196,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,180,8e8da903
